383 # sprites
24 8429.00000 0.00000 50.00 0.00000 0.00000 1 4.00000
24 8442.00000 248.00000 50.00 0.00000 0.00000 1 4.00000
24 8450.00000 499.00000 50.00 0.00000 0.00000 1 5.00000
30 856.00000 88.00000 0.05 0.00000 0.00000 1 20.00000
30 917.00000 75.00000 0.05 0.00000 0.00000 1 20.00000
30 859.00000 470.00000 0.05 0.00000 0.00000 1 20.00000
30 884.00000 489.00000 0.05 0.00000 0.00000 1 20.00000
30 819.00000 253.00000 0.05 0.00000 0.00000 1 20.00000
30 880.00000 254.00000 0.05 0.00000 0.00000 1 20.00000
30 329.00000 241.00000 0.05 0.00000 0.00000 1 20.00000
30 327.00000 309.00000 0.05 0.00000 0.00000 1 20.00000
30 472.00000 239.00000 0.05 0.00000 0.00000 1 20.00000
30 473.00000 320.00000 0.05 0.00000 0.00000 1 20.00000
2 812.00000 -312.00000 6.00 0.03000 4.13000 0
2 830.00000 849.00000 6.00 -0.06000 -4.58000 0
1 856.50000 574.00000 0.40 0.00000 0.00000 0
1 853.50000 527.00000 0.40 0.00000 0.00000 0
1 853.50000 469.00000 0.40 0.00000 0.00000 0
1 851.50000 415.00000 0.40 0.00000 0.00000 0
1 849.50000 340.00000 0.40 0.00000 0.00000 0
1 848.50000 369.00000 0.40 0.00000 0.00000 0
1 844.50000 273.00000 0.40 0.00000 0.00000 0
1 842.50000 226.00000 0.40 0.00000 0.00000 0
1 843.50000 182.00000 0.40 0.00000 0.00000 0
1 841.50000 140.00000 0.40 0.00000 0.00000 0
1 842.50000 92.00000 0.40 0.00000 0.00000 0
1 847.50000 49.00000 0.40 0.00000 0.00000 0
1 847.50000 6.00000 0.40 0.00000 0.00000 0
42 963.00000 132.00000 100.00 0.00000 0.00000 2 200.00000 0.10000
31 1611.50000 13.50000 0.05 0.00000 0.00000 1 0.50000
1 1881.50000 167.00000 0.40 0.00000 0.00000 0
1 1812.50000 273.00000 0.40 0.00000 0.00000 0
1 2070.50000 354.00000 0.40 0.00000 0.00000 0
1 1837.50000 418.00000 0.40 0.00000 0.00000 0
1 1821.50000 469.00000 0.40 0.00000 0.00000 0
1 2020.50000 187.00000 0.40 0.00000 0.00000 0
1 1979.50000 223.00000 0.40 0.00000 0.00000 0
1 1847.50000 347.00000 0.40 0.00000 0.00000 0
1 1832.50000 300.00000 0.40 0.00000 0.00000 0
1 1759.50000 288.00000 0.40 0.00000 0.00000 0
1 1765.50000 87.00000 0.40 0.00000 0.00000 0
1 1859.50000 22.00000 0.40 0.00000 0.00000 0
1 1969.50000 -16.00000 0.40 0.00000 0.00000 0
1 2041.50000 65.00000 0.40 0.00000 0.00000 0
1 1946.50000 173.00000 0.40 0.00000 0.00000 0
1 1884.50000 94.00000 0.40 0.00000 0.00000 0
1 1789.50000 79.00000 0.40 0.00000 0.00000 0
1 1856.50000 366.00000 0.40 0.00000 0.00000 0
1 2104.50000 583.00000 0.40 0.00000 0.00000 0
1 2018.50000 610.00000 0.40 0.00000 0.00000 0
1 1821.50000 570.00000 0.40 0.00000 0.00000 0
1 1773.50000 537.00000 0.40 0.00000 0.00000 0
1 2008.50000 308.00000 0.40 0.00000 0.00000 0
1 2024.50000 304.00000 0.40 0.00000 0.00000 0
1 1873.50000 380.00000 0.40 0.00000 0.00000 0
1 2093.50000 272.00000 0.40 0.00000 0.00000 0
1 2038.50000 236.00000 0.40 0.00000 0.00000 0
1 2198.50000 333.00000 0.40 0.00000 0.00000 0
1 2184.50000 495.00000 0.40 0.00000 0.00000 0
1 1978.50000 133.00000 0.40 0.00000 0.00000 0
1 2105.50000 13.00000 0.40 0.00000 0.00000 0
1 2187.50000 -26.00000 0.40 0.00000 0.00000 0
1 2218.50000 94.00000 0.40 0.00000 0.00000 0
1 2202.50000 195.00000 0.40 0.00000 0.00000 0
1 2258.50000 243.00000 0.40 0.00000 0.00000 0
1 1546.50000 239.00000 0.40 0.00000 0.00000 0
1 1573.50000 320.00000 0.40 0.00000 0.00000 0
1 1584.50000 453.00000 0.40 0.00000 0.00000 0
1 1707.50000 313.00000 0.40 0.00000 0.00000 0
1 1654.50000 237.00000 0.40 0.00000 0.00000 0
1 1708.50000 374.00000 0.40 0.00000 0.00000 0
1 1665.50000 449.00000 0.40 0.00000 0.00000 0
1 1813.50000 514.00000 0.40 0.00000 0.00000 0
