297 # sprites
24 8600.00 304.00 50.00 0.00 0.00 1 2.00
30 879.00 128.00 0.05 0.00 0.00 1 20.00
30 889.00 483.00 0.05 0.00 0.00 1 20.00
30 1351.00 323.00 0.05 0.00 0.00 1 20.00
30 1386.00 298.00 0.05 0.00 0.00 1 20.00
30 1437.00 266.00 0.05 0.00 0.00 1 20.00
30 1488.00 245.00 0.05 0.00 0.00 1 20.00
30 1553.00 240.00 0.05 0.00 0.00 1 20.00
30 1642.00 239.00 0.05 0.00 0.00 1 20.00
30 1695.00 243.00 0.05 0.00 0.00 1 20.00
30 1772.00 234.00 0.05 0.00 0.00 1 20.00
30 1812.00 216.00 0.05 0.00 0.00 1 20.00
30 1900.00 179.00 0.05 0.00 0.00 1 20.00
30 1934.00 183.00 0.05 0.00 0.00 1 20.00
30 1972.00 195.00 0.05 0.00 0.00 1 20.00
30 2005.00 215.00 0.05 0.00 0.00 1 20.00
30 2044.00 243.00 0.05 0.00 0.00 1 20.00
30 2061.00 276.00 0.05 0.00 0.00 1 20.00
31 2204.00 105.00 0.05 0.00 0.00 1 0.50
31 2177.00 284.00 0.05 0.00 0.00 1 0.50
31 2189.00 468.00 0.05 0.00 0.00 1 0.50
30 2577.00 288.00 0.05 0.00 0.00 1 20.00
30 2619.00 292.00 0.05 0.00 0.00 1 20.00
30 2670.00 294.00 0.05 0.00 0.00 1 20.00
30 2703.00 277.00 0.05 0.00 0.00 1 20.00
30 2727.00 246.00 0.05 0.00 0.00 1 20.00
30 2765.00 220.00 0.05 0.00 0.00 1 20.00
30 2806.00 205.00 0.05 0.00 0.00 1 20.00
30 2851.00 203.00 0.05 0.00 0.00 1 20.00
30 2891.00 210.00 0.05 0.00 0.00 1 20.00
30 2933.00 231.00 0.05 0.00 0.00 1 20.00
30 2969.00 260.00 0.05 0.00 0.00 1 20.00
30 2992.00 311.00 0.05 0.00 0.00 1 20.00
30 2967.00 346.00 0.05 0.00 0.00 1 20.00
30 2702.00 307.00 0.05 0.00 0.00 1 20.00
30 2724.00 316.00 0.05 0.00 0.00 1 20.00
30 2755.00 333.00 0.05 0.00 0.00 1 20.00
30 2788.00 350.00 0.05 0.00 0.00 1 20.00
30 2821.00 365.00 0.05 0.00 0.00 1 20.00
30 2868.00 379.00 0.05 0.00 0.00 1 20.00
30 2906.00 371.00 0.05 0.00 0.00 1 20.00
30 2722.00 283.00 0.05 0.00 0.00 1 20.00
30 2641.00 291.00 0.05 0.00 0.00 1 20.00
30 3317.00 303.00 0.05 0.00 0.00 1 20.00
30 3353.00 313.00 0.05 0.00 0.00 1 20.00
30 3379.00 328.00 0.05 0.00 0.00 1 20.00
30 3388.00 348.00 0.05 0.00 0.00 1 20.00
30 3389.00 376.00 0.05 0.00 0.00 1 20.00
30 3382.00 393.00 0.05 0.00 0.00 1 20.00
30 3365.00 418.00 0.05 0.00 0.00 1 20.00
30 3342.00 430.00 0.05 0.00 0.00 1 20.00
30 3317.00 431.00 0.05 0.00 0.00 1 20.00
30 3319.00 403.00 0.05 0.00 0.00 1 20.00
30 3339.00 397.00 0.05 0.00 0.00 1 20.00
30 3360.00 387.00 0.05 0.00 0.00 1 20.00
30 3367.00 360.00 0.05 0.00 0.00 1 20.00
30 3349.00 336.00 0.05 0.00 0.00 1 20.00
30 3324.00 322.00 0.05 0.00 0.00 1 20.00
30 3328.00 344.00 0.05 0.00 0.00 1 20.00
30 3343.00 359.00 0.05 0.00 0.00 1 20.00
30 3316.00 370.00 0.05 0.00 0.00 1 20.00
30 3331.00 374.00 0.05 0.00 0.00 1 20.00
30 3298.00 340.00 0.05 0.00 0.00 1 20.00
30 3289.00 309.00 0.05 0.00 0.00 1 20.00
30 3331.00 303.00 0.05 0.00 0.00 1 20.00
30 3351.00 372.00 0.05 0.00 0.00 1 20.00
30 3303.00 351.00 0.05 0.00 0.00 1 20.00
30 3305.00 319.00 0.05 0.00 0.00 1 20.00
30 840.24 127.00 0.05 0.00 0.00 1 20.00
30 841.24 480.00 0.05 0.00 0.00 1 20.00
30 3865.24 311.00 0.05 0.00 0.00 1 20.00
30 3892.24 249.00 0.05 0.00 0.00 1 20.00
30 3941.24 204.00 0.05 0.00 0.00 1 20.00
30 4009.24 200.00 0.05 0.00 0.00 1 20.00
30 4041.24 242.00 0.05 0.00 0.00 1 20.00
30 4058.24 305.00 0.05 0.00 0.00 1 20.00
30 4066.24 369.00 0.05 0.00 0.00 1 20.00
30 4111.24 406.00 0.05 0.00 0.00 1 20.00
30 4158.24 425.00 0.05 0.00 0.00 1 20.00
30 4227.24 391.00 0.05 0.00 0.00 1 20.00
30 4243.24 339.00 0.05 0.00 0.00 1 20.00
30 4240.24 276.00 0.05 0.00 0.00 1 20.00
30 4270.24 214.00 0.05 0.00 0.00 1 20.00
30 4349.24 175.00 0.05 0.00 0.00 1 20.00
30 4398.24 211.00 0.05 0.00 0.00 1 20.00
30 4419.24 249.00 0.05 0.00 0.00 1 20.00
30 4429.24 287.00 0.05 0.00 0.00 1 20.00
30 4424.24 347.00 0.05 0.00 0.00 1 20.00
30 4446.24 398.00 0.05 0.00 0.00 1 20.00
30 4506.24 433.00 0.05 0.00 0.00 1 20.00
30 4555.24 431.00 0.05 0.00 0.00 1 20.00
30 4592.24 403.00 0.05 0.00 0.00 1 20.00
30 4611.24 363.00 0.05 0.00 0.00 1 20.00
30 4628.24 311.00 0.05 0.00 0.00 1 20.00
30 4621.81 331.00 0.05 0.00 0.00 1 20.00
30 4638.81 334.00 0.05 0.00 0.00 1 20.00
30 4641.81 316.00 0.05 0.00 0.00 1 20.00
