104 # sprites
24 8600.00 304.00 50.00 0.00 0.00 1 4.00
30 554.00000 224.00000 0.05 0.00000 0.00000 1 20.00000
30 666.00000 214.00000 0.05 0.00000 0.00000 1 20.00000
30 685.00000 237.00000 0.05 0.00000 0.00000 1 20.00000
30 702.00000 307.00000 0.05 0.00000 0.00000 1 20.00000
30 529.00000 304.00000 0.05 0.00000 0.00000 1 20.00000
30 532.00000 250.00000 0.05 0.00000 0.00000 1 20.00000
30 580.00000 211.00000 0.05 0.00000 0.00000 1 20.00000
30 631.00000 174.00000 0.05 0.00000 0.00000 1 20.00000
30 732.00000 281.00000 0.05 0.00000 0.00000 1 20.00000
30 674.00000 330.00000 0.05 0.00000 0.00000 1 20.00000
30 618.00000 383.00000 0.05 0.00000 0.00000 1 20.00000
30 653.00000 356.00000 0.05 0.00000 0.00000 1 20.00000
30 589.00000 353.00000 0.05 0.00000 0.00000 1 20.00000
30 561.00000 328.00000 0.05 0.00000 0.00000 1 20.00000
30 500.00000 273.00000 0.05 0.00000 0.00000 1 20.00000
30 609.00000 192.00000 0.05 0.00000 0.00000 1 20.00000
30 647.00000 188.00000 0.05 0.00000 0.00000 1 20.00000
30 707.00000 257.00000 0.05 0.00000 0.00000 1 20.00000
31 620.50000 276.50000 0.05 0.00000 0.00000 1 0.50000
30 1091.00000 186.00000 0.05 0.00000 0.00000 1 20.00000
30 1112.00000 181.00000 0.05 0.00000 0.00000 1 20.00000
30 1099.00000 164.00000 0.05 0.00000 0.00000 1 20.00000
30 1107.00000 195.00000 0.05 0.00000 0.00000 1 20.00000
30 1353.00000 392.00000 0.05 0.00000 0.00000 1 20.00000
30 1343.00000 421.00000 0.05 0.00000 0.00000 1 20.00000
30 1378.00000 415.00000 0.05 0.00000 0.00000 1 20.00000
30 1357.00000 403.00000 0.05 0.00000 0.00000 1 20.00000
30 1946.00000 183.00000 0.05 0.00000 0.00000 1 20.00000
30 1912.00000 189.00000 0.05 0.00000 0.00000 1 20.00000
30 1931.00000 202.00000 0.05 0.00000 0.00000 1 20.00000
30 1966.00000 203.00000 0.05 0.00000 0.00000 1 20.00000
30 1975.00000 174.00000 0.05 0.00000 0.00000 1 20.00000
30 1857.00000 208.00000 0.05 0.00000 0.00000 1 20.00000
30 1825.00000 204.00000 0.05 0.00000 0.00000 1 20.00000
30 1865.00000 181.00000 0.05 0.00000 0.00000 1 20.00000
30 1895.00000 197.00000 0.05 0.00000 0.00000 1 20.00000
30 1922.00000 166.00000 0.05 0.00000 0.00000 1 20.00000
30 1931.00000 151.00000 0.05 0.00000 0.00000 1 20.00000
30 2580.00000 465.00000 0.05 0.00000 0.00000 1 20.00000
30 2516.00000 457.00000 0.05 0.00000 0.00000 1 20.00000
30 2565.00000 433.00000 0.05 0.00000 0.00000 1 20.00000
30 2559.00000 455.00000 0.05 0.00000 0.00000 1 20.00000
30 2610.00000 440.00000 0.05 0.00000 0.00000 1 20.00000
30 2598.00000 412.00000 0.05 0.00000 0.00000 1 20.00000
30 2613.00000 460.00000 0.05 0.00000 0.00000 1 20.00000
30 2578.00000 438.00000 0.05 0.00000 0.00000 1 20.00000
30 2513.00000 434.00000 0.05 0.00000 0.00000 1 20.00000
30 2538.00000 412.00000 0.05 0.00000 0.00000 1 20.00000
30 2538.00000 440.00000 0.05 0.00000 0.00000 1 20.00000
30 3259.00000 224.00000 0.05 0.00000 0.00000 1 20.00000
30 3251.00000 207.00000 0.05 0.00000 0.00000 1 20.00000
30 3287.00000 195.00000 0.05 0.00000 0.00000 1 20.00000
30 3271.00000 167.00000 0.05 0.00000 0.00000 1 20.00000
30 3276.00000 206.00000 0.05 0.00000 0.00000 1 20.00000
30 3300.00000 222.00000 0.05 0.00000 0.00000 1 20.00000
30 3308.00000 195.00000 0.05 0.00000 0.00000 1 20.00000
30 3298.00000 164.00000 0.05 0.00000 0.00000 1 20.00000
30 3347.00000 189.00000 0.05 0.00000 0.00000 1 20.00000
30 3325.00000 202.00000 0.05 0.00000 0.00000 1 20.00000
30 4019.00000 502.00000 0.05 0.00000 0.00000 1 20.00000
30 4045.00000 479.00000 0.05 0.00000 0.00000 1 20.00000
30 4015.00000 463.00000 0.05 0.00000 0.00000 1 20.00000
30 4022.00000 480.00000 0.05 0.00000 0.00000 1 20.00000
30 4051.00000 450.00000 0.05 0.00000 0.00000 1 20.00000
30 3974.00000 464.00000 0.05 0.00000 0.00000 1 20.00000
30 3999.00000 435.00000 0.05 0.00000 0.00000 1 20.00000
30 4010.00000 475.00000 0.05 0.00000 0.00000 1 20.00000
30 3997.00000 481.00000 0.05 0.00000 0.00000 1 20.00000
